repo,file_path,class_name,comment_text,level,start_line,end_line,commit_hash,commit_date,commit_message
spring-framework,spring-core/src/main/java/org/springframework/core/io/support/PathMatchingResourcePatternResolver.java,VfsResourceMatchingDelegate,"/**
	 * Inner delegate class, avoiding a hard JBoss VFS API dependency at runtime.
	 */",class,1175,1177,fad2068bcb4465dfc31b25ef93d3c13079465530,2025-10-14 11:30:37 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/support/PathMatchingResourcePatternResolver.java,PatternVirtualFileVisitor,"/**
	 * VFS visitor for path matching purposes.
	 */",class,1192,1194,fad2068bcb4465dfc31b25ef93d3c13079465530,2025-10-14 11:30:37 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/support/PropertiesLoaderUtils.java,PropertiesLoaderUtils,"/**
 * Convenient utility methods for loading of {@code java.util.Properties},
 * performing standard handling of input streams.
 *
 * <p>For more configurable properties loading, including the option of a
 * customized encoding, consider using the PropertiesLoaderSupport class.
 *
 * @author Juergen Hoeller
 * @author Rob Harrop
 * @author Sebastien Deleuze
 * @since 2.0
 * @see PropertiesLoaderSupport
 */",class,36,48,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/JettyDataBufferFactory.java,JettyDataBufferFactory,"/**
 * Implementation of the {@code DataBufferFactory} interface that creates
 * {@link JettyDataBuffer} instances.
 *
 * @author Arjen Poutsma
 * @since 6.2
 */",class,24,30,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferLimitException.java,DataBufferLimitException,"/**
 * Exception that indicates the cumulative number of bytes consumed from a
 * stream of {@link DataBuffer DataBuffer}'s exceeded some pre-configured limit.
 * This can be raised when data buffers are cached and aggregated, for example,
 * {@link DataBufferUtils#join}. Or it could also be raised when data buffers
 * have been released but a parsed representation is being aggregated, for example, async
 * parsing with Jackson, SSE parsing and aggregating lines per event.
 *
 * @author Rossen Stoyanchev
 * @since 5.1.11
 */",class,19,29,05814f7a421508ad4c600780a641c3b3aa26f44b,2025-10-14 16:42:13 +0100,Polishing contribution
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DefaultDataBufferFactory.java,DefaultDataBufferFactory,"/**
 * Default implementation of the {@code DataBufferFactory} interface. Allows for
 * specification of the default initial capacity at construction time, as well
 * as whether heap-based or direct buffers are to be preferred.
 *
 * @author Arjen Poutsma
 * @since 5.0
 */",class,24,31,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DefaultDataBuffer.java,DefaultDataBuffer,"/**
 * Default implementation of the {@link DataBuffer} interface that uses a
 * {@link ByteBuffer} internally. with separate read and write positions.
 * Constructed using the {@link DefaultDataBufferFactory}.
 *
 * <p>Inspired by Netty's {@code ByteBuf}. Introduced so that non-Netty runtimes
 * (i.e. Servlet) do not require Netty on the classpath.
 *
 * @author Arjen Poutsma
 * @author Juergen Hoeller
 * @author Brian Clozel
 * @since 5.0
 * @see DefaultDataBufferFactory
 */",class,30,43,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferUtils.java,DataBufferUtils,"/**
 * Utility class for working with {@link DataBuffer DataBuffers}.
 *
 * @author Arjen Poutsma
 * @author Brian Clozel
 * @since 5.0
 */",class,58,64,2f8d52fd47503e5175d973e602137f2dae371790,2025-10-13 18:46:47 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferUtils.java,CompositeMatcher,"/**
	 * Matcher that supports searching for multiple delimiters.
	 */",class,744,746,2f8d52fd47503e5175d973e602137f2dae371790,2025-10-13 18:46:47 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferUtils.java,SingleByteMatcher,"/**
	 * Matcher for a single byte delimiter.
	 */",class,819,821,2f8d52fd47503e5175d973e602137f2dae371790,2025-10-13 18:46:47 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferUtils.java,AbstractNestedMatcher,"/**
	 * Base class for a {@link NestedMatcher}.
	 */",class,856,858,2f8d52fd47503e5175d973e602137f2dae371790,2025-10-13 18:46:47 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferUtils.java,TwoByteMatcher,"/**
	 * Matcher with a 2 byte delimiter that does not benefit from a
	 * Knuth-Morris-Pratt suffix-prefix table.
	 */",class,910,913,2f8d52fd47503e5175d973e602137f2dae371790,2025-10-13 18:46:47 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferUtils.java,KnuthMorrisPrattMatcher,"/**
	 * Implementation of {@link Matcher} that uses the Knuth-Morris-Pratt algorithm.
	 * @see <a href=""https://www.nayuki.io/page/knuth-morris-pratt-string-matching"">Knuth-Morris-Pratt string matching</a>
	 */",class,923,926,2f8d52fd47503e5175d973e602137f2dae371790,2025-10-13 18:46:47 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/JettyDataBuffer.java,JettyDataBuffer,"/**
 * Implementation of the {@code DataBuffer} interface that can wrap a Jetty
 * {@link Content.Chunk}. Typically constructed with {@link JettyDataBufferFactory}.
 *
 * @author Greg Wilkins
 * @author Lachlan Roberts
 * @author Arjen Poutsma
 * @since 6.2
 */",class,29,37,442a2d0ca2a69754ecc66fbe76416aef1e956e3f,2025-08-27 13:40:41 +0200,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/NettyDataBufferFactory.java,NettyDataBufferFactory,"/**
 * Implementation of the {@code DataBufferFactory} interface based on a
 * Netty 4 {@link ByteBufAllocator}.
 *
 * @author Arjen Poutsma
 * @author Juergen Hoeller
 * @since 5.0
 * @see io.netty.buffer.PooledByteBufAllocator
 * @see io.netty.buffer.UnpooledByteBufAllocator
 */",class,29,38,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/LimitedDataBufferList.java,LimitedDataBufferList,"/**
 * Custom {@link List} to collect data buffers with and enforce a
 * limit on the total number of bytes buffered. For use with ""collect"" or
 * other buffering operators in declarative APIs, for example, {@link Flux}.
 *
 * <p>Adding elements increases the byte count and if the limit is exceeded,
 * {@link DataBufferLimitException} is raised.  {@link #clear()} resets the
 * count. Remove and set are not supported.
 *
 * <p><strong>Note:</strong> This class does not automatically release the
 * buffers it contains. It is usually preferable to use hooks such as
 * {@link Flux#doOnDiscard} that also take care of cancel and error signals,
 * or otherwise {@link #releaseAndClear()} can be used.
 *
 * @author Rossen Stoyanchev
 * @since 5.1.11
 */",class,26,42,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/OutputStreamPublisher.java,OutputStreamPublisher,"/**
 * Bridges between {@link OutputStream} and {@link Publisher Publisher&lt;DataBuffer&gt;}.
 *
 * <p>When there is demand on the Reactive Streams subscription, any write to
 * the OutputStream is mapped to a buffer and published to the subscriber.
 * If there is no demand, writes block until demand materializes.
 * If the subscription is cancelled, further writes raise {@code IOException}.
 *
 * <p>Note that this class has a near duplicate in
 * {@link org.springframework.http.client.OutputStreamPublisher}.
 *
 * @author Oleh Dokuka
 * @author Arjen Poutsma
 * @since 6.1
 * @param <T> the published byte buffer type
 */",class,35,50,e834a3a80c7df51219363ba3b33015aed8d3ae10,2025-09-19 16:31:54 -0700,Nullability fixes for AtomicReference variables
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/SubscriberInputStream.java,SubscriberInputStream,"/**
 * An {@link InputStream} backed by {@link Flow.Subscriber Flow.Subscriber}
 * receiving byte buffers from a {@link Flow.Publisher} source.
 *
 * <p>Byte buffers are stored in a queue. The {@code demand} constructor value
 * determines the number of buffers requested initially. When storage falls
 * below a {@code (demand - (demand >> 2))} limit, a request is made to refill
 * the queue.
 *
 * <p>The {@code InputStream} terminates after an onError or onComplete signal,
 * and stored buffers are read. If the {@code InputStream} is closed,
 * the {@link Flow.Subscription} is cancelled, and stored buffers released.
 *
 * <p>Note that this class has a near duplicate in
 * {@link org.springframework.http.client.SubscriberInputStream}.
 *
 * @author Oleh Dokuka
 * @author Rossen Stoyanchev
 * @since 6.2
 */",class,38,57,e834a3a80c7df51219363ba3b33015aed8d3ae10,2025-09-19 16:31:54 -0700,Nullability fixes for AtomicReference variables
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/NettyDataBuffer.java,NettyDataBuffer,"/**
 * Implementation of the {@code DataBuffer} interface that wraps a Netty 4
 * {@link ByteBuf}. Typically constructed with {@link NettyDataBufferFactory}.
 *
 * @author Arjen Poutsma
 * @author Brian Clozel
 * @since 5.0
 */",class,32,39,a78554eea69f4a5db90639ff4129e5b07b4a1cf3,2025-10-14 16:50:53 +0100,Merge branch '6.2.x'
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferOutputStream.java,DataBufferOutputStream,"/**
 * An {@link OutputStream} that writes to a {@link DataBuffer}.
 *
 * @author Arjen Poutsma
 * @since 6.0
 * @see DataBuffer#asOutputStream()
 */",class,24,30,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferWrapper.java,DataBufferWrapper,"/**
 * Provides a convenient implementation of the {@link DataBuffer} interface
 * that can be overridden to adapt the delegate.
 *
 * <p>These methods default to calling through to the wrapped delegate object.
 *
 * @author Arjen Poutsma
 * @since 5.2
 */",class,27,35,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/core/io/buffer/DataBufferInputStream.java,DataBufferInputStream,"/**
 * An {@link InputStream} that reads from a {@link DataBuffer}.
 *
 * @author Arjen Poutsma
 * @since 6.0
 * @see DataBuffer#asInputStream(boolean)
 */",class,26,32,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/nativex/SerializationHintsAttributes.java,SerializationHintsAttributes,"/**
 * Collect {@link SerializationHints} as map attributes ready for JSON serialization for the GraalVM
 * {@code native-image} compiler.
 *
 * @author Sebastien Deleuze
 * @author Stephane Nicoll
 * @author Brian Clozel
 * @see <a href=""https://www.graalvm.org/jdk23/reference-manual/native-image/overview/BuildConfiguration/"">Native Image Build Configuration</a>
 */",class,28,36,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/nativex/ResourceHintsAttributes.java,ResourceHintsAttributes,"/**
 * Collect {@link ResourceHints} as map attributes ready for JSON serialization for the GraalVM
 * {@code native-image} compiler.
 *
 * @author Sebastien Deleuze
 * @author Stephane Nicoll
 * @author Brian Clozel
 * @since 6.0
 * @see <a href=""https://www.graalvm.org/22.1/reference-manual/native-image/Resources/"">Accessing Resources in Native Images</a>
 * @see <a href=""https://www.graalvm.org/22.1/reference-manual/native-image/BuildConfiguration/"">Native Image Build Configuration</a>
 */",class,30,40,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/nativex/FileNativeConfigurationWriter.java,FileNativeConfigurationWriter,"/**
 * A {@link NativeConfigurationWriter} implementation that writes the
 * configuration to disk.
 *
 * @author Sebastien Deleuze
 * @author Stephane Nicoll
 * @since 6.0
 * @see <a href=""https://www.graalvm.org/22.0/reference-manual/native-image/BuildConfiguration/"">Native Image Build Configuration</a>
 */",class,28,36,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/nativex/BasicJsonWriter.java,BasicJsonWriter,"/**
 * Very basic json writer for the purposes of translating runtime hints to native
 * configuration.
 *
 * @author Stephane Nicoll
 */",class,28,33,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/nativex/ReflectionHintsAttributes.java,ReflectionHintsAttributes,"/**
 * Collect {@link ReflectionHints} as map attributes ready for JSON serialization for the GraalVM
 * {@code native-image} compiler.
 *
 * @author Sebastien Deleuze
 * @author Stephane Nicoll
 * @author Janne Valkealahti
 * @see <a href=""https://www.graalvm.org/jdk23/reference-manual/native-image/metadata/#reflection"">Reflection Use in Native Images</a>
 * @see <a href=""https://www.graalvm.org/jdk23/reference-manual/native-image/dynamic-features/JNI/"">Java Native Interface (JNI) in Native Image</a>
 * @see <a href=""https://www.graalvm.org/jdk23/reference-manual/native-image/overview/BuildConfiguration/"">Native Image Build Configuration</a>
 */",class,42,52,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/nativex/NativeConfigurationWriter.java,NativeConfigurationWriter,"/**
 * Write {@link RuntimeHints} as GraalVM native configuration.
 *
 * @author Sebastien Deleuze
 * @author Stephane Nicoll
 * @author Janne Valkealahti
 * @author Brian Clozel
 * @since 6.0
 * @see <a href=""https://www.graalvm.org/jdk23/reference-manual/native-image/overview/BuildConfiguration/"">Native Image Build Configuration</a>
 */",class,23,32,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/nativex/RuntimeHintsWriter.java,RuntimeHintsWriter,"/**
 * Write a {@link RuntimeHints} instance to the JSON output expected by the
 * GraalVM {@code native-image} compiler, typically named {@code reachability-metadata.json}.
 *
 * @author Brian Clozel
 * @since 7.0
 * @see <a href=""https://www.graalvm.org/jdk23/reference-manual/native-image/metadata/#specifying-metadata-with-json"">GraalVM Reachability Metadata</a>
 */",class,26,33,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/GeneratedMethod.java,GeneratedMethod,"/**
 * A generated method.
 *
 * @author Phillip Webb
 * @author Stephane Nicoll
 * @since 6.0
 * @see GeneratedMethods
 */",class,25,32,dd8313f200a726417d64aae223e468364d617913,2025-07-17 16:25:46 +0200,Migrate to Palentir's JavaPoet
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/GeneratedMethods.java,GeneratedMethods,"/**
 * A managed collection of generated methods.
 *
 * @author Phillip Webb
 * @author Stephane Nicoll
 * @since 6.0
 * @see GeneratedMethod
 */",class,30,37,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/GeneratedTypeReference.java,GeneratedTypeReference,"/**
 * A {@link TypeReference} for a generated {@linkplain ClassName type}.
 *
 * @author Stephane Nicoll
 * @since 6.0
 */",class,26,31,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/GeneratedFiles.java,FileHandler,"/**
	 * Provide access to a particular file and offer convenient methods to retrieve,
	 * save, or override its content.
	 * @since 6.2
	 */",class,240,244,dd8313f200a726417d64aae223e468364d617913,2025-07-17 16:25:46 +0200,Migrate to Palentir's JavaPoet
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/DefaultMethodReference.java,DefaultMethodReference,"/**
 * Default {@link MethodReference} implementation based on a {@link MethodSpec}.
 *
 * @author Stephane Nicoll
 * @author Phillip Webb
 * @since 6.0
 */",class,33,39,dd8313f200a726417d64aae223e468364d617913,2025-07-17 16:25:46 +0200,Migrate to Palentir's JavaPoet
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/UnsupportedTypeValueCodeGenerationException.java,UnsupportedTypeValueCodeGenerationException,"/**
 * Thrown when a {@link ValueCodeGenerator} could not generate the code for a
 * given value.
 *
 * @author Stephane Nicoll
 * @since 6.1.2
 */",class,19,25,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/GeneratedClasses.java,GeneratedClasses,"/**
 * A managed collection of generated classes.
 *
 * <p>This class is stateful, so the same instance should be used for all class
 * generation.
 *
 * @author Phillip Webb
 * @author Stephane Nicoll
 * @since 6.0
 * @see GeneratedClass
 */",class,32,42,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/AccessControl.java,AccessControl,"/**
 * Determine the access control of a {@link Member} or type signature.
 *
 * @author Stephane Nicoll
 * @author Phillip Webb
 * @since 6.0
 */",class,35,41,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/FileSystemGeneratedFiles.java,FileSystemGeneratedFiles,"/**
 * {@link GeneratedFiles} implementation that stores generated files using a
 * {@link FileSystem}.
 *
 * @author Phillip Webb
 * @author Stephane Nicoll
 * @since 6.0
 */",class,35,42,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/InMemoryGeneratedFiles.java,InMemoryGeneratedFiles,"/**
 * {@link GeneratedFiles} implementation that keeps generated files in-memory.
 *
 * @author Phillip Webb
 * @author Stephane Nicoll
 * @since 6.0
 */",class,32,38,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/AppendableConsumerInputStreamSource.java,AppendableConsumerInputStreamSource,"/**
 * Adapter class to convert a {@link ThrowingConsumer} of {@link Appendable} to
 * an {@link InputStreamSource}.
 *
 * @author Phillip Webb
 * @since 6.0
 */",class,26,32,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGenerator.java,ValueCodeGenerator,"/**
 * Code generator for a single value. Delegates code generation to a list of
 * configurable {@link Delegate} implementations.
 *
 * @author Stephane Nicoll
 * @since 6.1.2
 */",class,28,34,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ClassNameGenerator.java,ClassNameGenerator,"/**
 * Generate unique class names based on a target {@link ClassName} and a
 * feature name.
 *
 * <p>This class is stateful, so the same instance should be used for all name
 * generation.
 *
 * @author Phillip Webb
 * @author Stephane Nicoll
 * @since 6.0
 */",class,30,40,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/MethodName.java,MethodName,"/**
 * A camel-case method name that can be built from distinct parts.
 *
 * @author Phillip Webb
 * @since 6.0
 */",class,27,32,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,ValueCodeGeneratorDelegates,"/**
 * Code generator {@link Delegate} for well known value types.
 *
 * @author Stephane Nicoll
 * @since 6.1.2
 */",class,42,47,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,CollectionDelegate,"/**
	 * Abstract {@link Delegate} for {@code Collection} types.
	 * @param <T> type the collection type
	 */",class,81,84,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,MapDelegate,"/**
	 * {@link Delegate} for {@link Map} types.
	 */",class,131,133,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,PrimitiveDelegate,"/**
	 * {@link Delegate} for {@code primitive} types.
	 */",class,192,194,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,StringDelegate,"/**
	 * {@link Delegate} for {@link String} types.
	 */",class,246,248,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,CharsetDelegate,"/**
	 * {@link Delegate} for {@link Charset} types.
	 */",class,261,263,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,EnumDelegate,"/**
	 * {@link Delegate} for {@link Enum} types.
	 */",class,276,278,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,ClassDelegate,"/**
	 * {@link Delegate} for {@link Class} types.
	 */",class,292,294,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,ResolvableTypeDelegate,"/**
	 * {@link Delegate} for {@link ResolvableType} types.
	 */",class,307,309,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,ArrayDelegate,"/**
	 * {@link Delegate} for {@code array} types.
	 */",class,349,351,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,ListDelegate,"/**
	 * {@link Delegate} for {@link List} types.
	 */",class,370,372,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGeneratorDelegates.java,SetDelegate,"/**
	 * {@link Delegate} for {@link Set} types.
	 */",class,381,383,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/ValueCodeGenerationException.java,ValueCodeGenerationException,"/**
 * Thrown when value code generation fails.
 *
 * @author Stephane Nicoll
 * @since 6.1.2
 */",class,21,26,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/DefaultGenerationContext.java,DefaultGenerationContext,"/**
 * Default {@link GenerationContext} implementation.
 *
 * <p>Generated classes can be flushed out using {@link #writeGeneratedContent()}
 * which should be called only once after the generation process using this instance
 * has completed.
 *
 * @author Phillip Webb
 * @author Stephane Nicoll
 * @author Sam Brannen
 * @since 6.0
 */",class,26,37,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/generate/GeneratedClass.java,GeneratedClass,"/**
 * A single generated class.
 *
 * @author Phillip Webb
 * @author Stephane Nicoll
 * @since 6.0
 * @see GeneratedClasses
 */",class,31,38,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/ResourcePatternHints.java,ResourcePatternHints,"/**
 * A collection of {@link ResourcePatternHint} describing whether resources should
 * be made available at runtime using a matching algorithm based on include/exclude
 * patterns.
 *
 * @author Stephane Nicoll
 * @author Brian Clozel
 * @author Sam Brannen
 * @since 6.0
 */",class,27,36,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/ResourcePatternHints.java,Builder,"/**
	 * Builder for {@link ResourcePatternHints}.
	 */",class,55,57,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/SerializationHints.java,SerializationHints,"/**
 * Gather the need for Java serialization at runtime.
 *
 * @author Stephane Nicoll
 * @since 6.0
 * @see Serializable
 */",class,27,33,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/JavaSerializationHint.java,JavaSerializationHint,"/**
 * A hint that describes the need for Java serialization at runtime.
 *
 * @author Brian Clozel
 * @since 6.0
 */",class,25,30,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/JavaSerializationHint.java,Builder,"/**
	 * Builder for {@link JavaSerializationHint}.
	 */",class,69,71,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/TypeHint.java,TypeHint,"/**
 * A hint that describes the need for reflection on a type.
 *
 * @author Stephane Nicoll
 * @author Phillip Webb
 * @author Andy Wilkinson
 * @since 6.0
 */",class,34,41,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/TypeHint.java,Builder,"/**
	 * Builder for {@link TypeHint}.
	 */",class,139,141,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/ReflectionTypeReference.java,ReflectionTypeReference,"/**
 * A {@link TypeReference} based on a {@link Class}.
 *
 * @author Stephane Nicoll
 * @author Sebastien Deleuze
 * @since 6.0
 */",class,23,29,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
spring-framework,spring-core/src/main/java/org/springframework/aot/hint/ResourceHints.java,ResourceHints,"/**
 * Gather the need for resources available at runtime.
 *
 * @author Stephane Nicoll
 * @author Sam Brannen
 * @since 6.0
 */",class,33,39,16edf9867a143f95cefadb7b2115dcbbf624e176,2025-06-17 16:23:35 +0200,Update copyright headers in source files
